1227.5	0	0
1206.25	0	0
1195.4	0	0
1183	0	0
1131.25	0	0
1089.25	0	0
1102	0	0
1095.75	0	0
1093.75	0	0
1118	0	0
1131.15	0	0
1137	0	0
1105.6	0	0
1105.4	0	0
1102	0	0
1112.75	0	0
1159.75	0	0
1160.25	0	0
1152	0	0
1161.95	0	0
1160	0	0
1149	0	0
1106.5	0	0
1100	0	0
1130.4	0	0
1120.25	0	0
1139.5	0	0
1122	0	0
1121.05	0	0
1147.75	0	0
1161	0	0
1144.5	0	0
1162.75	0	0
1183	0	0
1180.25	0	0
1205.25	0	0
1248	0	0
1220.1	0	0
1223	0	0
1182	0	0
1139	0	0
1103.4	0	0
1064.25	0	0
1052.75	0	0
1081.1	0	0
1055.42	0	0
1044	0	0
1056.75	0	0
1051	0	0
1095.5	0	0
1074.45	0	0
1045.9	0	0
1025.5	0	0
1011	0	0
1044.95	0	0
1037.25	0	0
1045.5	0	0
1038	0	0
1021.25	0	0
1013.75	0	0
1014.5	0	0
1033	0	0
1012	0	0
1001.95	0	0
998.5	0	0
977.5	0	0
974.25	0	0
978	0	0
967.25	0	0
958	0	0
949.25	0	0
944.95	0	0
945	0	0
921.5	0	0
911.5	0	0
903.75	0	0
906	0	0
887.75	0	0
875	0	0
865	0	0
849.7	0	0
850.5	0	0
845.06	0	0
840.1	0	0
825	0	0
857	0	0
836.5	0	0
825.5	0	0
807	0	0
814.5	0	0
774	0	0
777.25	0	0
771.5	0	0
778.75	0	0
753	0	0
764.5	0	0
747	0	0
767.2	0	0
801.75	0	0
782.75	0	0
785.75	0	0
756.25	0	0
742.5	0	0
775.75	0	0
771.5	0	0
809	0	0
810.25	0	0
790	0	0
780.25	0	0
795.5	0	0
773.2	0	0
768	0	0
765.25	0	0
795	0	0
823	0	0
818.75	0	0
818.5	0	0
823.25	0	0
806.75	0	0
792.75	0	0
806	0	0
811	0	0
797.25	0	0
773.75	0	0
755	0	0
752.5	0	0
765.5	0	0
773.5	0	0
758	0	0
757	0	0
805	0	0
816.75	0	0
823.25	0	0
813.25	0	0
757.75	0	0
740	0	0
738.75	0	0
739.25	0	0
764.25	0	0
764.75	0	0
756.5	0	0
774	0	0
751	0	0
743.25	0	0
738.5	0	0
749.4	0	0
760.75	0	0
773.5	0	0
775.75	0	0
746	0	0
752.5	0	0
781.25	0	0
819.5	0	0
802.75	0	0
815.25	0	0
781.25	0	0
775.75	0	0
759.5	0	0
771.25	0	0
787.25	0	0
797.75	0	0
806	0	0
775.25	0	0
768.5	0	0
779.25	0	0
800.75	0	0
811.5	0	0
787	0	0
793	0	0
760.75	0	0
751.5	0	0
758.75	0	0
769.75	0	0
751.75	0	0
760	0	0
766	0	0
790	0	0
780	0	0
777	0	0
805.25	0	0
783.5	0	0
787.75	0	0
787	0	0
805	0	0
821.5	0	0
833.25	0	0
849.5	0	0
853	0	0
822.5	0	0
794.55	0	0
797.5	0	0
809	0	0
817.5	0	0
806.5	0	0
822.5	0	0
835.5	0	0
843.75	0	0
884.8	0	0
907.25	0	0
911	0	0
951.25	0	0
902.5	0	0
930.75	0	0
897.75	0	0
938.75	0	0
969.25	0	0
980.25	0	0
989.5	0	0
989.5	0	0
1027	0	0
1025.75	0	0
1001	0	0
1014	0	0
1025.5	0	0
1065.25	0	0
1078.25	0	0
1104.5	0	0
1124	0	0
1108	0	0
1094.5	0	0
1128	0	0
1084.5	0	0
1109	0	0
1022.5	0	0
1014.5	0	0
1022.25	0	0
1028	0	0
1018.5	0	0
1002.55	0	0
1028.75	0	0
1092	0	0
1064.5	0	0
1010.5	0	0
1011.5	0	0
979.5	0	0
973	0	0
1001	0	0
991.75	0	0
967.75	0	0
1030.5	0	0
984.75	0	0
989.5	0	0
957	0	0
957.25	0	0
944.75	0	0
966.3	0	0
950.5	0	0
1000.25	0	0
1090	0	0
1155	0	0
1047.75	0	0
1020.75	0	0
1049	0	0
1081.75	0	0
1100.25	0	0
1137	0	0
1133.75	0	0
1164	0	0
1115	0	0
1209.5	0	0
1223	0	0
1253.5	0	0
1235	0	0
1227.75	0	0
1279.75	0	0
1284.5	0	0
1273	0	0
1308.7	0	0
1357.75	0	0
1365.75	0	0
1376.75	0	0
1419.75	0	0
1368.75	0	0
1314	0	0
1324.5	0	0
1343.75	0	0
1262.75	0	0
1289.75	0	0
1286	0	0
1242.5	0	0
1214	0	0
1228.5	0	0
1274	0	0
1320.25	0	0
1281.15	0	0
1298.75	0	0
1256.25	0	0
1180	0	0
1209	0	0
1182.45	0	0
1206.25	0	0
1243.75	0	0
1266.75	0	0
1288.15	0	0
1330.5	0	0
1336.75	0	0
1398.5	0	0
1377.25	0	0
1341.25	0	0
1406.25	0	0
1413.75	0	0
1470	0	0
1456.25	0	0
1452	0	0
1548.5	0	0
1561.25	0	0
1609	0	0
1638.25	0	0
1661	0	0
1763	0	0
1824	0	0
1819.5	0	0
1870.75	0	0
1900.5	0	0
1953	0	0
2047.25	0	0
2123.5	0	0
2234.5	0	0
2390.75	0	0
