1227.5	0	0
1104	0	0
1119.25	0	0
1097.3	0	0
1160.25	0	0
1113.25	0	0
1133.5	0	0
1161.25	0	0
1205.25	0	0
1164	0	0
1087	0	0
1051	0	0
1025.5	0	0
1033	0	0
1037.5	0	0
967.5	0	0
957.5	0	0
911.5	0	0
874	0	0
832	0	0
818.5	0	0
775.25	0	0
759.5	0	0
759.5	0	0
771.5	0	0
795.5	0	0
795	0	0
823.25	0	0
788.25	0	0
765.5	0	0
806	0	0
752	0	0
763.5	0	0
744.25	0	0
775.75	0	0
803.75	0	0
753.75	0	0
807.75	0	0
803.25	0	0
765.25	0	0
769.25	0	0
798.75	0	0
788	0	0
853	0	0
810.5	0	0
828.5	0	0
909.75	0	0
946.25	0	0
1003.75	0	0
1035.25	0	0
1137.25	0	0
1122.5	0	0
1028	0	0
1096.75	0	0
967.25	0	0
1026.5	0	0
956.5	0	0
1090	0	0
1022.75	0	0
1167.5	0	0
1253.5	0	0
1287.5	0	0
1371	0	0
1324.5	0	0
1286	0	0
1288.5	0	0
1180	0	0
1260.75	0	0
1402	0	0
1405.25	0	0
1520.5	0	0
1755.25	0	0
1900.5	0	0
2334	0	0
2334	0	0
2742.5	0	0
3202	0	0
3564	0	0
3220	0	0
3398.5	0	0
3421	0	0
3350.5	0	0
4252	0	0
4487	0	0
4290	0	0
3408	0	0
3479	0	0
3142	0	0
3860	0	0
3777.25	0	0
3454	0	0
3558.5	0	0
3040	0	0
3107	0	0
2730	0	0
2471.5	0	0
2353.5	0	0
2461	0	0
2810.75	0	0
2297	0	0
2163.5	0	0
1943.5	0	0
1900	0	0
1833.5	0	0
1762.5	0	0
1648	0	0
1139.5	0	0
1162	0	0
1180.25	0	0
1092.5	0	0
1074.5	0	0
1284.25	0	0
1492	0	0
1584.25	0	0
1568	0	0
1820.5	0	0
1828	0	0
1886	0	0
2169	0	0
2342.25	0	0
2529	0	0
2134.5	0	0
2194.75	0	0
2372.75	0	0
2253.25	0	0
1819.75	0	0
1708.5	0	0
2095.25	0	0
2103.25	0	0
2200.5	0	0
2422.5	0	0
2147.5	0	0
2444	0	0
2451.75	0	0
2488	0	0
2380.75	0	0
2234	0	0
2238.5	0	0
2342	0	0
2435.75	0	0
2212.5	0	0
1869.75	0	0
1899	0	0
2049.5	0	0
1827.25	0	0
2113	0	0
2082	0	0
2003.25	0	0
2046.5	0	0
1885	0	0
1873	0	0
1811.75	0	0
1849.75	0	0
2074.25	0	0
1849.25	0	0
2021.25	0	0
2049.5	0	0
2155.75	0	0
1997.5	0	0
1864.5	0	0
1805.75	0	0
1919	0	0
1858	0	0
1816.75	0	0
1870	0	0
1840	0	0
1906.25	0	0
1857	0	0
2053	0	0
1954.75	0	0
2107	0	0
1962.25	0	0
2021.5	0	0
2088.25	0	0
2179.5	0	0
2343	0	0
2358.75	0	0
2261.5	0	0
2308.25	0	0
2232.5	0	0
2167	0	0
2124	0	0
2038.5	0	0
2094	0	0
2364	0	0
2147.5	0	0
2041	0	0
1900	0	0

